# CMUdict-derived US English IPA. Source: cmusphinx/cmudict (BSD-2-Clause,
# Copyright (C) 1993-2015 Carnegie Mellon University). See THIRD_PARTY_NOTICES.md.
# Format: word<TAB>ipa1;ipa2;...   Generated by tools/make_ipa_dict.py — do not edit by hand.
a	ə;ˈeɪ
vonbargen	ˌvɑːnˈbɑːrɡən
vonbehren	ˌvɑːnˈbɪrən
vonbergen	ˌvɑːnˈbɜːrɡən
voncannon	ˌvɑːnˈkænən
vonder	ˈvɑːndər
vonderhaar	ˈvɑːndərˌhɑːr
vonderheide	ˈvɑːndərˌhaɪd
vondra	ˈvɑːndrə
vondracek	ˈvɑːndrəsɪk
vondrak	ˈvɑːndrək
vondrasek	vənˈdrɑːsek
vonfeldt	ˈvɑːnfɪlt
vong	ˈvɔːŋ
vongunten	ˈvɑːŋɡəntən
vonk	ˈvɑːŋk
vonnegut	ˈvɑːnəɡət
vonnie	ˈvɑːni
vonny	ˈvɑːni
vonruden	ˈvɑːnrudən
vons	ˈvɑːnz
vons's	ˈvɑːnzɪz
vonseggern	ˈvɑːnsɪɡərn
vonstein	ˈvɑːnstaɪn;ˈvɑːnstin
vontobel	ˌvɑːnˈtoʊbəl
voodoo	ˈvuːˌduː
voorhees	ˈvʊrhiz
voorheis	ˈvʊrhaɪz
voorhies	ˈvʊrhiz
voorhis	ˈvʊrhɪs
vora	ˈvɔːrə
voracious	vɔːˈreɪʃəs
voracity	vərˈæsəti;vɔːˈræsəti
vorce	ˈvɔːrs
vore	ˈvɔːr
vorhauer	ˈvɔːrˌhaʊr
vorhees	ˈvɔːrhiz
vorhies	ˈvɔːrhiz
voris	ˈvɔːrɪs
vornado	ˌvɔːrˈnɑːdoʊ;ˌvɔːrˈneɪdoʊ
vorndran	ˈvɔːrndrən
vorontsov	vɔːˈrɑːntˌsɑːv
voros	ˈvɔːroʊz
vorpahl	ˈvɔːrpɑːl
vortec	ˈvɔːrˌtek
vortex	ˈvɔːrteks
vorwald	ˈvɔːrwɔːld
vorwerk	ˈvɔːrwərk
vos	ˈvɑːs
vosberg	ˈvɑːsbərɡ
vosburg	ˈvɑːsbərɡ
vosburgh	ˈvɑːsbərɡ
vose	ˈvoʊz
voshell	ˈvɑːʃəl
vosler	ˈvɑːsələr;ˈvɑːslər
voss	ˈvɔːs
vossen	ˈvɔːsən
vossler	ˈvɑːsələr;ˈvɑːslər
votava	voʊˈtɑːvə
votaw	ˈvoʊtɔː
vote	ˈvoʊt
vote's	ˈvoʊts
voted	ˈvoʊtɪd
voter	ˈvoʊtər
voter's	ˈvoʊtərz
voters	ˈvoʊtərz
voters'	ˈvoʊtərz
votes	ˈvoʊts
voth	ˈvɑːθ
voting	ˈvoʊtɪŋ
votrax	ˈvɑːtræks
votruba	vəˈtruːbə
vouch	ˈvaʊtʃ
vouched	ˈvaʊtʃt
voucher	ˈvaʊtʃər
vouchers	ˈvaʊtʃərz
vouching	ˈvaʊtʃɪŋ
vought	ˈvɔːt
vous	ˈvuː
voute	ˈvuːt
vow	ˈvaʊ
vowed	ˈvaʊd
vowel	ˈvaʊəl
vowell	ˈvɑːwel
vowels	ˈvaʊəlz;ˈvaʊlz
vowing	ˈvaʊɪŋ
vowles	ˈvaʊəlz
vows	ˈvaʊz
vox	ˈvɑːks
voxforge	ˈvɑːksˌfɔːrdʒ
voyage	ˈvɔɪədʒ;ˈvɔɪɪdʒ
voyaged	ˈvɔɪədʒd;ˈvɔɪɪdʒd
voyager	ˈvɔɪədʒər;ˈvɔɪɪdʒər
voyager's	ˈvɔɪɪdʒərz
voyagers	ˈvɔɪɪdʒərz
voyages	ˈvɔɪədʒəz;ˈvɔɪɪdʒɪz
voyer	ˈvɔɪər
voyeur	ˌvɔɪˈjuːr
voyeurism	ˌvɔɪˈjuːrɪzəm
voyeuristic	ˌvɔɪjəˈrɪstɪk
voyles	ˈvɔɪlz
voynavich	ˈvɔɪnəvɪtʃ
voytek	ˈvɔɪtɪk
voytko	ˈvɔɪtkoʊ
vp	ˌviːˈpiː
vrabel	vˈræbəl
vradenburg	vˈreɪdənbərɡ
vrain	vˈreɪn
vrana	vˈrænə
vranesevic	vˌrɑːnəˈsevɪtʃ
vranitzky	vrəˈnɪtˌskiː
vranos	vˈrɑːnoʊs
vrba	ˌvɜːrˈbɑː
vrdolyak	vərˈdoʊliæk
vredenburg	vˈriːdənbərɡ
vreeland	vˈriːlənd
vremya	vˈremiə
vries	vˈriːz
vroman	vˈroʊmən
vroom	vˈruːm
vrooman	vˈruːmən
vs	ˌviːˈes
vsel	ˈviːˌsel
vu	ˈvuː
vue	ˈvjuː
vuitton	ˌvʊˈtɔːn
vukelich	vəˈkelɪh
vukovar	ˈvuːkəˌvɑːr
vukovich	ˈvuːkəvɪtʃ
vulcan	ˈvʌlkən
vulcan's	ˈvʌlkənz
vulcans	ˈvʌlkənz
vulgamore	ˈvʌlɡəmɔːr
vulgar	ˈvʌlɡər
vulgarity	vəlˈɡerɪti
vulgarization	ˌvʌlɡərɪˈzeɪʃən
vullo	ˈvuːloʊ
vulnerabilities	ˌvʌlnərəˈbɪlɪtiz
vulnerability	ˌvʌlnərəˈbɪlɪti
vulnerable	ˈvʌlnərəbəl
vultaggio	vulˈtɑːdʒioʊ
vulture	ˈvʌltʃər
vultures	ˈvʌltʃərz
vulva	ˈvʊlvə
vuncannon	ˈvʌnkənɑːn;vənˈkænən
vuolo	vuˈoʊloʊ
vuong	vuˈɔːŋ
vy	ˈvaɪ
vyacheslav	ˈvjɑːtʃəslɑːv
vyas	ˈvjɑːs;ˈvaɪəs
vying	ˈvaɪɪŋ
w	ˈdʌbəlju
w's	ˈdʌbəljuz
wa	ˈwɑː
waack	ˈwɑːk
waag	ˈwɑːɡ
waage	ˈwɑːɪdʒ
waah	ˈwɑː
waal	ˈwɑːl
waara	ˈwɑːrə
waas	ˈwɑːz
wabash	ˈwɔːbæʃ
wabash's	ˈwɔːbæʃəz
wace	ˈweɪs
wach	ˈwɔːtʃ
wacha	ˈwɑːtʃə
wachholz	ˈwɔːkhoʊlz
wachner	ˈwæknər
wacho	ˈwɑːtʃoʊ
wachob	ˈwɔːkəb
wachovia	wɑːˈtʃoʊviə
wachowiak	vəˈhaʊiæk
wachowski	vəˈhɔːfski
wachs	ˈwɔːks
wachsman	ˈwɔːksmən
wachsmuth	ˈwɔːksmʊθ
wachtel	ˈwɔːtʃəl
wachtell	wɑːkˈtel
wachter	ˈwɔːktər
wachtler	ˈwæktlər
wack	ˈwæk
wackenhut	ˈwɑːkənˌhʌt
wacker	ˈwækər
wackerle	ˈwækərəl;ˈwækərli
wacko	ˈwækoʊ
wackos	ˈwækoʊz
wacks	ˈwæks
wacksman	ˈwæksmən
wacksman's	ˈwæksmənz
wacky	ˈwæki
waco	ˈweɪkoʊ
wactlar	ˈwɑːktlər
wad	ˈwɑːd
wada	ˈwɑːdə
wadas	ˈwɑːdəz
wadded	ˈwɑːdɪd
waddell	wɑːˈdel
waddie	ˈwɑːdi
waddill	ˌwɔːˈdɪl
waddington	ˈwɑːdɪŋtən
waddle	ˈwɑːdəl
waddy	ˈwɑːdi
wade	ˈweɪd
wade's	ˈweɪdz
waded	ˈweɪdɪd
wadel	ˈweɪdəl
wader	ˈweɪdər
waders	ˈweɪdərz
wades	ˈweɪdz
wadford	ˈwɔːdfərd
wadhams	ˈwɔːdəmz
wadi	ˈwɑːˌdiː
wading	ˈweɪdɪŋ
wadkins	ˈwɔːdkɪnz
wadle	ˈwɔːdəl
wadleigh	ˈwɔːdli
wadley	ˈwɑːdli
wadlington	ˈwɑːdlɪŋtən
wadlow	ˈwɑːˌdloʊ
wadman	ˈwɔːdmən
wads	ˈwɑːdz
wadsworth	ˈwɑːdzwərθ
wadsworth's	ˈwɑːdzwərθs
waechter	ˈwektər
waeltermann	ˈwɑːltərmən;ˈvæltərmən
waertsilae	ˈwertsəˌleɪ
wafer	ˈweɪfər
wafers	ˈweɪfərz
waffenschmidt	ˈwɑːfənʃˌmɪt
waffle	ˈwɑːfəl
waffled	ˈwɑːfəld
waffles	ˈwɑːfəlz
waffling	ˈwɑːflɪŋ
wafford	ˈwɑːfərd
waft	ˈwɑːft
wafted	ˈwɑːftɪd
wafting	ˈwɑːftɪŋ
wag	ˈwæɡ
wag's	ˈwæɡz
waga	ˈwɑːɡə;ˌdʌbəˌljuːˌeɪˌdʒiːˈeɪ;ˌdʌbəˌjuːˌeɪˌdʒiːˈeɪ
wagaman	ˌwæˈɡʌmən
wagar	ˈwæɡər
wage	ˈweɪdʒ
waged	ˈweɪdʒd
wageman	ˈweɪdʒmən
wagenaar	ˈwæɡənɑːr
wagener	ˈwæɡənər
wagenknecht	ˈwæɡənɪkt
wager	ˈweɪdʒər
wagered	ˈweɪdʒərd
wagering	ˈweɪdʒərɪŋ
wagers	ˈweɪdʒərz
wages	ˈweɪdʒəz;ˈweɪdʒɪz
wagg	ˈwæɡ
wagged	ˈwæɡd
waggener	ˈwæɡənər
wagging	ˈwæɡɪŋ
waggling	ˈwæɡəlɪŋ;ˈwæɡlɪŋ
waggoner	ˈwæɡənər
waggy	ˈwæɡi
waging	ˈweɪdʒɪŋ
wagle	ˈwæɡəl
wagler	ˈwæɡlər
wagley	ˈwæɡli
wagman	ˈwæɡmən
wagner	ˈwæɡnər;ˈvɑːɡnər
wagner's	ˈwæɡnərz;ˈvæɡnərz
wagnerian	ˌwæɡˈneriən;ˌvɑːɡˈneriən
wagnon	ˈwæɡnən
wagon	ˈwæɡən
wagoneer	ˌwæɡəˈnɪr
wagoneers	ˌwæɡəˈnɪrz
wagoner	ˈwæɡənər
wagons	ˈwæɡənz
wags	ˈwæɡz
wagstaff	ˈwæɡˌstæf
wagster	ˈwæɡstər
waguespack	ˈwæɡɪˌspæk
wagy	ˈwæɡi
wah	ˈwɑː
wah's	ˈwɑːz
wah-pei	ˌwɑːˈpeɪ
wahid	ˌwɑːˈhiːd
wahine	wəˈhiːni
wahines	wəˈhiːniz
wahl	ˈwɑːl
wahlberg	ˈwɑːlbərɡ
wahle	ˈwɔːl
wahlen	ˈwɑːlən
wahler	ˈwɑːlər
wahlers	ˈwɑːlərz
wahlert	ˈwɑːlərt
wahlgren	ˈwɑːlɡrən
wahlquist	ˈwɑːlˌkwɪst
wahlstrom	ˈwɑːlstrəm
wahoo	wəˈhuː;ˌwɑːˈhuː
wai	ˈwaɪ
waibel	ˈweɪbəl;ˈwaɪbəl
waid	ˈweɪd
waide	ˈweɪd
waidelich	ˈwaɪdlɪk
waif	ˈweɪf
waifer	ˈweɪfər
waigel	ˈwaɪɡəl
waikiki	ˌwaɪkiˈkiː
wail	ˈweɪl
wailed	ˈweɪld
wailes	ˈweɪlz
wailing	ˈweɪlɪŋ
wails	ˈweɪlz
wain	ˈweɪn
wainer	ˈweɪnər
wainio	ˈweɪnioʊ
wainman	ˈweɪnmən
wainoco	ˌweɪˈnoʊkoʊ
wainoco's	ˌweɪˈnoʊkoʊz
wainright	ˈweɪnˌraɪt
wainscot	ˈweɪnskət
wainscott	ˈweɪnskət
wainscotting	ˈweɪnskɔːtɪŋ
wainwright	ˈweɪnˌraɪt
wais	ˈweɪz
waisanen	ˈwaɪsənən
waisner	ˈweɪznər
waist	ˈweɪst
waistline	ˈweɪsˌtlaɪn
waists	ˈweɪsts
wait	ˈweɪt
waite	ˈweɪt
waite's	ˈweɪts
waited	ˈweɪtɪd
waiter	ˈweɪtər
waiter's	ˈweɪtərz
waiters	ˈweɪtərz
waites	ˈweɪts
waitin'	ˈweɪtɪn
waiting	ˈweɪtɪŋ
waitkus	ˈweɪtkəs
waitman	ˈwaɪtmən
waitress	ˈweɪtrəs
waitresses	ˈweɪtrəsɪz
waits	ˈweɪts
waitt	ˈweɪt
waitzkin	ˈweɪtˌskɪn
waive	ˈweɪv
waived	ˈweɪvd
waiver	ˈweɪvər
waivers	ˈweɪvərz
waives	ˈweɪvz
waiving	ˈweɪvɪŋ
wajda	ˈvaɪdə
wakabayashi	wɑːˌkɑːbɑːˈjɑːʃi
wake	ˈweɪk
wake-up	ˈweɪˌkʌp
wakefield	ˈweɪkˌfiːld
wakeham	ˈwækəm
wakeland	ˈweɪklənd
wakeley	ˈwækli
wakely	ˈweɪkli
wakeman	ˈweɪkmən
waken	ˈweɪkən
wakes	ˈweɪks
wakeup	ˈweɪˌkʌp
wakid	ˈweɪkəd
waking	ˈweɪkɪŋ
wakley	ˈwækli
wako	ˈwækoʊ
wal	ˈwɔːl
wal-mart	ˈwɔːlˌmɑːrt
wala	ˈwɔːlə
wala's	ˈwɔːləz
walas	ˈwɔːləz
walberg	ˈwɔːlbərɡ
walbert	ˈwɔːlbərt
walborn	ˈwɔːlbərn
walbridge	ˈwɔːlbrɪdʒ
walbro	ˈwɔːlbroʊ
walburn	ˈwɔːlbərn
walby	ˈwɔːlbi
walch	ˈwɔːltʃ
walcher	ˈwɔːltʃər
walck	ˈwɔːlk
walcot	ˈwɔːlkɑːt
walcott	ˈwɔːlkɑːt
walczak	ˈvɑːltʃæk
walczyk	ˈvɑːltʃɪk
wald	ˈwɔːld
walda	ˈvɑːldə
waldbaum	ˈwɔːldˌbaʊm
walde	ˈwɔːld
waldeck	ˈwɔːldek
waldecker	ˈwɔːlˌdekər
waldegard	ˈwɔːldəˌɡɑːrd
waldemar	ˈvɑːldəmɑːr
walden	ˈwɔːldən
waldenbooks	ˈwɔːldənˌbʊks
waldenbooks'	ˈwɔːldənˌbʊks
walder	ˈwɔːldər
waldheim	ˈwɔːldˌhaɪm;ˈvɔːldˌhaɪm
waldheim's	ˈwɔːldˌhaɪmz;ˈvɔːldˌhaɪmz
waldholtz	ˈwɔːldˌhoʊlts
waldholtz's	ˈwɔːldˌhoʊltsɪz
waldholz	ˈwɔːldˌhoʊlts
waldhorn	ˈwɔːldˌhɔːrn
waldie	ˈwɔːldi
walding	ˈwɔːldɪŋ
waldinger	ˈwɔːldɪŋər
waldman	ˈwɑːldmən
waldmann	ˈwɔːldmən
waldner	ˈwɔːldnər
waldo	ˈwɑːldoʊ;ˈwɔːldoʊ
waldoch	ˈwɔːldɑːk
waldock	ˈwɔːldɑːk
waldon	ˈwɔːldən
waldorf	ˈwɔːldɔːrf
waldow	ˈwɔːldoʊ
waldren	ˈwɔːldrən
waldrep	ˈwɔːldrəp
waldridge	ˈwɔːldrɪdʒ
waldrip	ˈwɔːldrəp
waldron	ˈwɔːldrən
waldroop	ˈwɔːlˌdruːp
waldrop	ˈwɔːldrɑːp
waldroup	ˈwɔːlˌdruːp
waldrum	ˈwɔːldrəm
waldrup	ˈwɔːldrəp
waldschmidt	ˈwɔːldʃˌmɪt
waldvogel	ˈwɔːldˌvoʊɡəl
wale	ˈweɪl
waleed	ˌwɑːˈliːd
walek	ˈvɑːlek
walen	ˈweɪlən
walenta	wəˈlentə;vəˈlentə
wales	ˈweɪlz
wales'	ˈweɪlz
walesa	wəˈlesə;vəˈlesə
walesa's	wəˈlesəz;vəˈlesəz
waleson	ˈweɪlsən
walford	ˈwɔːlfərd
walfred	ˈwɔːlfred
walgreen	ˈwɔːlˌɡriːn
walgren	ˈwɔːlɡrən
walicki	wəˈlɪki
walid	wɑːˈliːd
waligora	wɔːlɪˈɡɔːrə
walinsky	wəˈlɪnski
walizer	ˈwɔːlaɪzər
walk	ˈwɔːk;ˈwɑːk
walk-in	ˈwɔːˌkɪn
walk-on	ˈwɔːˌkɑːn
walk-ons	ˈwɔːˌkɑːnz
walke	ˈwɔːk
walked	ˈwɔːkt
walken	ˈwɔːkən
walkenhorst	ˈwɔːkənˌhɔːrst
walker	ˈwɔːkər
walker's	ˈwɔːkərz
walkers	ˈwɔːkərz
walkie	ˈwɔːki
walkin'	ˈwɔːkɪn
walking	ˈwɔːkɪŋ
walkington	ˈwɔːkɪŋtən
walkinshaw	ˈwɔːkənʃɔː
walkley	ˈwɔːkli
walkman	ˈwɔːkˌmæn;ˈwɔːkmən
walkner	ˈwɔːknər
walko	ˈwɔːkoʊ
walkout	ˈwɔːˌkaʊt
walkouts	ˈwɔːˌkaʊts
walkowiak	wɔːˈkaʊiæk
walkowski	wɔːˈkɔːfski
walks	ˈwɔːks
walkthrough	ˈwɔːkθraʊ
walkup	ˈwɔːˌkʌp
walkure	ˈwɔːkjər
walkway	ˈwɔːˌkweɪ
walkways	ˈwɔːˌkweɪz
wall	ˈwɔːl
wall's	ˈwɔːlz
wall-e	ˈwɔːˌliː
wall-tex	ˈwɔːlˌteks
walla	ˈwɔːlɑː
wallabies	ˈwɑːləˌbiːz
wallaby	ˈwɑːləˌbiː
wallace	ˈwɔːləs;ˈwɔːlɪs
wallace's	ˈwɔːləsəz
wallach	ˈwɔːlək
wallack	ˈwɔːlək
wallander	ˈwɔːləndər
wallar	ˈwɔːlər
wallboard	ˈwɔːlˌbɔːrd
walle	ˈwɔːl
walled	ˈwɔːld
wallen	ˈwɔːlən
wallenberg	ˈwɔːlənbərɡ
wallenberg's	ˈwɔːlənbərɡz
wallenstein	ˈwɔːlənˌstaɪn;ˈwɔːlənˌstiːn
waller	ˈwɔːlər
wallerstein	ˈwɔːlərˌstaɪn;ˈwɔːlərˌstiːn
walles	ˈwɔːlz
wallet	ˈwɔːlət
wallets	ˈwɔːləts
walley	ˈwɔːli
walleye	ˈwɔːˌlaɪ
wallflower	ˈwɔːlˌflaʊər
wallgren	ˈwɔːlɡrən
wallich	ˈwɔːlɪk
wallich's	ˈwɔːlɪks
wallick	ˈwɔːlɪk
wallie	ˈwɔːli
wallin	ˈwɔːlɪn
walling	ˈwɔːlɪŋ
wallingford	ˈwɔːlɪŋfərd
wallington	ˈwɔːlɪŋtən
wallis	ˈwɔːlɪs
wallison	ˈwɔːlɪsən
wallman	ˈwɔːlmən
wallner	ˈwɔːlnər
wallo	ˈwɑːloʊ
walloch	ˈwɔːlək
wallop	ˈwɑːləp
walloping	ˈwɔːləpɪŋ
wallops	ˈwɑːləps
wallow	ˈwɑːloʊ
wallowed	ˈwɑːloʊd
wallowing	ˈwɑːloʊɪŋ
wallpaper	ˈwɔːlˌpeɪpər
wallpapered	ˈwɔːlˌpeɪpərd
wallpapering	ˈwɔːlˌpeɪpərɪŋ
wallpapers	ˈwɔːlˌpeɪpərz
walls	ˈwɔːlz
wallsend	ˈwɔːlˌsend
wallstreet	ˈwɔːlˌstriːt
wallwork	ˈwɔːlˌwɜːrk
wally	ˈwɔːli;ˈweɪli
wally's	ˈwɔːliz
walmart	ˈwɔːlˌmɑːrt
walmart's	ˈwɔːlˌmɑːrts
walmarts	ˈwɔːlˌmɑːrts
walmer	ˈwɔːlmər
walmond	ˈwɔːlmənd
walmsley	ˈwɔːlmsli
waln	ˈwɔːln
walnut	ˈwɔːlˌnʌt
walnuts	ˈwɔːlˌnʌts
walp	ˈwælp;ˈwɔːlp
walpole	ˈwɔːlˌpoʊl
walrath	ˈwɔːlrəθ
walraven	ˈwɔːlˌreɪvən
walrod	ˈwɔːlrɑːd
walrus	ˈwɔːlrəs
walruses	ˈwɑːlrəsɪz
walser	ˈwɔːlzər
walsh	ˈwɔːlʃ
walsh's	ˈwɔːlʃɪz
walski	ˈvɑːlski
walstad	ˈwɔːlstæd
walston	ˈwɔːlstən
walstrom	ˈwɔːlstrəm
walsworth	ˈwɔːlswərθ
walt	ˈwɔːlt
walter	ˈwɔːltər
walter's	ˈwɔːltərz
waltermire	ˈwɔːltərmaɪr
walters	ˈwɔːltərz
walters'	ˈwɔːltərz
walth	ˈwɔːlθ
walthall	ˈwɔːlθəl
waltham	ˈwɔːlθəm
walther	ˈwɔːlθər
walthers	ˈwɔːlθərz
walthose	ˈwɔːltˌhoʊz
walthour	ˈwɔːltaʊr
waltman	ˈwɔːltmən
waltner	ˈwɔːltnər
walton	ˈwɔːltən
walton's	ˈwɔːltənz
waltons	ˈwɔːltənz
waltrip	ˈwɔːltrɪp
walts	ˈwɔːlts
waltz	ˈwɔːlts;ˈwɔːls
waltzer	ˈwɔːltsər;ˈwɔːlsər
waltzes	ˈwɔːltsəz;ˈwɔːlsəz
waltzing	ˈwɔːltsɪŋ;ˈwɔːlsɪŋ
walworth	ˈwɔːlwərθ
walwyn	ˈwɔːlwɪn
walz	ˈwɔːlz
walzer	ˈwɔːlzər
wambach	ˈwɔːmbɑːk
wambaugh	ˈwɔːmbɑː
wamble	ˈwɑːmbəl
wambold	ˈwɑːmˌboʊld
wamboldt	ˈwɑːmboʊlt
wambolt	ˈwɑːmˌboʊlt
wampler	ˈwɑːmplər
wampole	ˈwɑːmˌpoʊl
wampum	ˈwɑːmpəm
wamser	ˈwɑːmzər
wamsley	ˈwɑːmzli
wan	ˈwɑːn
wanamaker	ˈwɑːnəˌmeɪkər
wanat	ˈweɪnət
wand	ˈwɑːnd
wanda	ˈwɑːndə
wandel	ˈwɑːndəl
wandell	ˈwɑːndəl
wander	ˈwɑːndər
wandered	ˈwɑːndərd
wanderer	ˈwɑːndərər
wanderers	ˈwɑːndərərz
wandering	ˈwɑːndərɪŋ
wanderings	ˈwɑːndərɪŋz
wanderlust	ˈwɑːndərˌlʌst
wanders	ˈwɑːndərz
wandersee	ˈwɑːndərˌsiː
wandie	ˈwɑːndi
wandis	ˈwɑːndɪs
wandler	ˈwɑːndlər
wandling	ˈwɑːndlɪŋ
wandrey	ˈwɑːndri
wands	ˈwɑːndz
wane	ˈweɪn
waned	ˈweɪnd
wanek	ˈweɪnɪk
waner	ˈweɪnər
wanes	ˈweɪnz
wang	ˈwæŋ
wang's	ˈwæŋz
wangen	ˈwæŋən
wanger	ˈwæŋər
wangerin	ˈwɔːŋɡərɪn
wangle	ˈwæŋɡəl
wangled	ˈwæŋɡəld
wangler	ˈwæŋɡlər
waning	ˈweɪnɪŋ
wank	ˈwɑːŋk
wanke	ˈwɑːŋk
wanker	ˈwɑːŋkər
wankers	ˈwɑːŋkərz
wanko	ˈwɑːŋkoʊ
wanless	ˈwɑːnləs
wann	ˈwɑːn
wanna	ˈwɑːnə
wannabe	ˈwɑːnəˌbiː
wannabee	ˈwɑːnəˌbiː
wannabees	ˈwɑːnəˌbiːz
wannabes	ˈwɑːnəˌbiːz
wannamaker	ˈwɑːnəˌmeɪkər
wannemacher	ˈwɑːnəmɑːkər
wanner	ˈwɑːnər
wanninger	ˈwɑːnɪŋər
wanniski	wəˈnɪski
wanser	ˈwɔːnzər
wansley	ˈwɔːnzli
want	ˈwɑːnt;ˈwɔːnt
wanta	ˈwɑːntə;ˈwɑːnə
wantage	ˈwɑːntɪdʒ
wantages	ˈwɑːntɪdʒɪz
wante	ˈwɑːntə
wanted	ˈwɔːntɪd
wanting	ˈwɑːntɪŋ;ˈwɑːnɪŋ
wantland	ˈwɑːntlənd
wanton	ˈwɔːntən;ˈwɑːntən
wantonly	ˈwɔːntənli;ˈwɑːntənli
wants	ˈwɑːnts;ˈwɔːnts
wantz	ˈwɑːnts
wanzer	ˈwɑːnzər
wapiti	wəˈpiːti
waples	ˈwɔːpəlz
wapner	ˈwɑːpnər
wapping	ˈwɑːpɪŋ
war	ˈwɔːr
war's	ˈwɔːrz
warbington	ˈwɔːrbɪŋtən
warble	ˈwɔːrbəl
warbled	ˈwɔːrbəld
warbler	ˈwɔːrblər
warblers	ˈwɔːrblərz
warbles	ˈwɔːrbəlz
warbling	ˈwɔːrbəlɪŋ;ˈwɔːrblɪŋ
warbucks	ˈwɔːrˌbʊks
warburg	ˈwɔːrbərɡ
warburg's	ˈwɔːrbərɡz
warburton	ˈwɔːrbərtən
warchol	ˈwɔːrkɔːl
warcraft	ˈwɔːrˌkræft
ward	ˈwɔːrd
ward's	ˈwɔːrdz
warda	ˈwɔːrˌdɑː
wardair	ˈwɔːrˌder
warde	ˈwɔːrd
warded	ˈwɔːrdɪd
wardell	ˈwɔːrdel
warden	ˈwɔːrdən
warden's	ˈwɔːrdənz
wardens	ˈwɔːrdənz
wardens'	ˈwɔːrdənz
warder	ˈwɔːrdər
warders	ˈwɔːrdərz
warding	ˈwɔːrdɪŋ
wardlaw	ˈwɔːrˌdlɔː
wardle	ˈwɔːrdəl
wardley	ˈwɔːrdli
wardlow	ˈwɔːrˌdloʊ
wardrip	ˈwɔːrdrɪp
wardrobe	ˈwɔːrˌdroʊb
wardrobes	ˈwɔːrˌdroʊbz
wardrop	ˈwɔːrˌdrɑːp
wards	ˈwɔːrdz
wardwell	ˈwɔːrˌdwel
ware	ˈwer
warehime	ˈwerˌhaɪm
warehouse	ˈwerˌhaʊs
warehoused	ˈwerˌhaʊzd
warehouses	ˈwerˌhaʊzɪz;ˈwerˌhaʊsɪz
warehousing	ˈwerˌhaʊzɪŋ
wareing	ˈwerɪŋ
waren	ˈwerən
wares	ˈwerz
warez	ˈwerz
warf	ˈwɔːrf
warfare	ˈwɔːrˌfer
warfel	ˈwɔːrfəl
warfield	ˈwɔːrfild
warford	ˈwɔːrfərd
warga	ˈwɔːrɡə
wargo	ˈwɔːrˌɡoʊ
warhead	ˈwɔːrˌhed
warheads	ˈwɔːrˌhedz
warhol	ˈwɔːrhɔːl
warhol's	ˈwɔːhˌrɔːlz
warhurst	ˈwɔːrhərst
warily	ˈwerəli
wariness	ˈwerinɪs
waring	ˈwerɪŋ
wark	ˈwɔːrk
warkentin	wɔːrˈkentɪn;ˈwɔːrkəntɪn
warley	ˈwɔːrli
warlick	ˈwɔːrlɪk
warlike	ˈwɔːrˌlaɪk
warling	ˈwɔːrlɪŋ
warlock	ˈwɔːrˌlɔːk
warlock's	ˈwɔːrˌlɔːks
warlocks	ˈwɔːrˌlɔːks
warloeck	ˈwɔːrˌlɑːk
warlord	ˈwɔːrˌlɔːrd
warlords	ˈwɔːrˌlɔːrdz
warm	ˈwɔːrm
warmack	ˈwɔːrmæk
warman	ˈwɔːrmən
warmed	ˈwɔːrmd
warmer	ˈwɔːrmər
warmest	ˈwɔːrməst
warming	ˈwɔːrmɪŋ
warmington	ˈwɔːrmɪŋtən
warminster	ˈwɔːrˌmɪnstər
warmish	ˈwɔːrmɪʃ
warmly	ˈwɔːrmli
warmond	ˈwɔːrmənd
warmonger	ˈwɔːrˌmɑːŋɡər
warmongering	ˈwɔːrˌmɑːŋɡərɪŋ
warmoth	ˈwɔːrməθ
warms	ˈwɔːrmz
warmth	ˈwɔːrmθ
warmup	ˈwɔːrˌmʌp
warmus	ˈwɔːrməs
warmuth	ˈwɔːrˌmʊθ
warn	ˈwɔːrn
warnaco	ˈwɔːrnəˌkoʊ
warncke	ˈwɔːrŋki
warne	ˈwɔːrn
warnecke	ˈwɔːrnɪk
warned	ˈwɔːrnd
warneke	ˈwɔːrnɪk
warnell	ˈwɔːrnəl
warner	ˈwɔːrnər
warner's	ˈwɔːrnərz
warners	ˈwɔːrnərz
warnes	ˈwɔːrnz
warnick	ˈwɔːrnɪk
warnico	ˈwɔːrnɪkoʊ
warning	ˈwɔːrnɪŋ
warningly	ˈwɔːrnɪŋli
warnings	ˈwɔːrnɪŋz
warnke	ˈwɔːrŋki
warnken	ˈwɔːrŋkən
warno	ˈwɑːrnoʊ
warnock	ˈwɔːrnɑːk
warns	ˈwɔːrnz
waronker	wɔːˈrɑːŋkər
warp	ˈwɔːrp
warpath	ˈwɔːrˌpæθ
warped	ˈwɔːrpt
warping	ˈwɔːrpɪŋ
warplane	ˈwɔːrˌpleɪn
warplanes	ˈwɔːrˌpleɪnz
warps	ˈwɔːrps
warr	ˈwɔːr
warrant	ˈwɔːrənt
warranted	ˈwɔːrəntɪd
warranties	ˈwɔːrəntiz
warrantless	ˈwɔːrəntləs
warrants	ˈwɔːrənts
warranty	ˈwɔːrənti
warrell	ˌwɔːˈrel
warren	ˈwɔːrən
warren's	ˈwɔːrənz
warrens	ˈwɔːrənz
warrenton	ˈwɑːrəntən
